sentiment,news
neutral,Under a preliminary estimation the technology park will measure about 50 000 square meter
neutral,Under the change envisage HK Ruokatalo would reduce it number of industrial place of business in Finland from eight to six
neutral,Upon completion of the sale Proha would get some USD 12 m for it stake in Artemis
neutral,W rtsilaim be to serve the rapidly grow number of vessel and increase marine activity in the Barents Sea region
neutral,Valga Lihatoostus market it product under the Maks Moorits trademark
neutral,We know that it exist Artemyev say
neutral,We offer our customer solution base on renewable raw material
neutral,When dial in the participant should quote 877417 a conference ID
neutral,Work on the assignment have already start and be due for completion in spring 2011
neutral,Yesterday Legrand issue it E 300 m fix rate deal mature 2017
neutral,Yvonne Jones be owner of Chameleon Interiors
neutral,ZAO YIT Moskovia build housing in Moscow and it surrounding city
neutral,BAWAG Is to issue a benchmark covered deal
neutral,JVC will stop produce DVD player in Brazil JVC do Brazil a subsidiary of JapanJVC group announce it will stop the production of DVD player in Brazil
neutral,Swedbank Hypotek Is to issue a benchmark fixed rate cover deal in EURs mature January 2010
neutral,Argentine agricultural export company Calafate have tap compatriot firm Finnegans for a software solution the latter company say in a statement
neutral,Finnish print circuit board PCBs maker Aspocomp Group say on December 4 2006 it name Henry Gilchrist senior vice president of the groupAsian operation a of January 8 2007
neutral,Nordic infrastructure construction be one of our strategic growth area
neutral,Pulp and paper industry be grow in country like China and Russia
neutral,Sanoma be a buyer not a target he say
neutral,After the transaction Tikkurila have no powder coatings-related operation the company say
neutral,If you need malware removal tool type the URL of your vendor of choice directly into the browser bar and use link on their website write Trend MicroRik Ferguson on Monday
neutral,It wo n t happen overnight
neutral,Printed fabric and related design expertise have always be the core of Marimekkobusiness and brand
neutral,Serving customer locally be one of the cornerstone of customer focus for u
neutral,We have become convinced that we can do that very quickly he tell Finnish business reporter
neutral,We know there be some of our own people out there
neutral,lemiste City be the environment for a knowledge-based economy provide work for 3 300 people with the total turnover of it company amount to EEK 5 bn say lo P rnits chairman of the supervisory board of lemiste City and Mainor
neutral,19 May 2010 Finnish company Lemminkainen LEM 1said today that it will construct an office building at Toolonlahti in downtown Helsinki without disclose financial detail
neutral,25 November 2010 Finnish paint and coating company Tikkurila TIK 1 V say today that Finnish state-owned investment company Solidium sell it 14 stake in the company for a total of EUR 98 m
neutral,26 January 2011 Finnish software solution provider Basware BAS 1 V say yesterday it adjust it strategy and goal for the next four year with focus on international growth mainly via acquisition
neutral,26 November 2010 Finnish sports-equipment maker Amer Sports AMEAS say today it have obtain a EUR 30 m Schuldschein note loan from a pool of international investor
neutral,3 January 2011 Scandinavian lender Sampo Bank SAMAS Pohjola Bank POH 1and Svenska Handelsbanken STO SHB A have provide a EUR 160 m USD 213 m line of credit to Lemminkainen LEM 1the Finnish construction firm say on Friday
negative,55 worker in m l will be affect by the close-down
neutral,A coker crane will be supply to Tesoro CorporationGolden Eagle Refinery in Martinez California while a similar crane will be deliver to BPCastell refinery in Spain
neutral,A few employee would remain at the Oulu plant in support function for other group unit
neutral,A huge issue for u be the button placement
neutral,A merger between UPM and Finnish-Swedish Stora Enso be not likely either
neutral,A paper mill in the central Maine town of Madison soon will have a new owner
neutral,A total 30 of the order value be book in the fourth quarter of 2009 and the remainder will be book in the second quarter of 2010
neutral,A total of 131000 Talvivaara Mining Company Plcnew share be subscribe for during the period between May 1 2010 and June 30 2010 under the companystock option right 2007 A
neutral,A total of 38 244 new Citycon share with a nominal value of EUR 1 per share be subscribe on 19 April exercise the A-B-C option base on the companystock option plan 1999
neutral,A total of 750 330 new Citycon share with a nominal value of EUR 1 per share be subscribe in December exercise the A-B-C option base on the companystock option plan 1999
neutral,ABN Amro Capital have agree to sell it Helsinki-based designer homeware producer Iittala to crosstown consumer product group Fiskars Corp. for EUR 230 m to EUR 235 m 310 m to 316 m
neutral,According to preliminary information by the Finnish Forest Industries Federation import of roundwood to Finland increase to about 20 m m 3 in 2005 represent an increase of 15 from 2004
negative,Finland-based Stockmann Group have close seven franchising sport store Nike in Russia
neutral,Finnish AC drive manufacturer Vacon be acquire the AC drive business of TB Woodpart of the US group Altra Holdings
